Rank,Player,Rank Score,Level,Kills,Season 17 Wins,Winning Kills,Kills As Kill Leader,Damage,Headshots,Matches Played,Times Top 3
470,Johnny The Doe,47935,2803,,,,1977.0,,,,
471,jusweat,47924,2023,,,,,,57580.0,,
472,EvilKnightTV,47854,1115,,,,,,,,
472,mattydskiTok,47854,812,,,,,,,,
474,JayyKubTV,47678,1541,,,,,,,,
475,HonoredFlyr,47663,1119,77211.0,,,5871.0,17936505.0,,,
476,OC5xTTV,47626,414,,,,,,,,
476,Inhale Loba,47626,2603,52205.0,,,5850.0,,45897.0,,
478,iKunigami,47590,828,,,,,,,,
479,DivineBu11et,47548,2158,,,,,,,,
480,cop1,47454,1508,,,39.0,,,,,
481,Bomberdbl04,47414,1119,,,,,,,,
482,Crunch_Ken,47377,1300,,,,,,,,
483,IzVon,47361,1249,,,,,,,,
484,Twitch/Renndom_,47288,820,,,,,,,,
485,souljas son,47282,1465,,,,1997.0,,,,
486,RknTheBest,47145,1631,,,,,,,,
487,VerIuxs,46989,1328,,84.0,,,,,,
488,Dopers TV,46924,2839,77630.0,,,,,74278.0,10352.0,2164.0
489,x_KungPow_x,46856,1200,,,,,,,,
490,NRG_Gild,46760,1473,,,,,9350889.0,46610.0,,
491,GaIveston,46757,1964,107495.0,160.0,,,25033132.0,93077.0,,
492,iiTzDaddyJankz-,46694,2285,,,,,,,,
493,minienglish11,46676,904,,,,,9616394.0,,,
494,urScar,46559,1463,41445.0,,426.0,,10990513.0,,,
495,stlchamp24,46517,2004,51637.0,,,4751.0,16347573.0,81408.0,,4291.0
496,s F1ow,46469,2229,48036.0,14.0,,,14706772.0,52523.0,,
497,Twitch | Maggz__,46425,2879,75944.0,,,,22782885.0,,,
498,byecai,46414,1198,51816.0,,,4374.0,15098632.0,82135.0,,
499,GleamTV,46250,1118,,101.0,102.0,,,,,
500,BSamBeamz,46233,1679,49318.0,,,2256.0,12713550.0,,,
501,bluntvibezisaac,46185,1317,,,,,,,,
502,snazzyy29,46132,873,,38.0,,,,,,
503,YaBoiOB | Twitch,46016,808,,,,,,,,
504,EnVyxFieryx,46000,1155,,24.0,,,,,,
505,NoWelfareTTV,45986,227,,,,,,,,
506,IIAcid_FabzII,45932,1191,,53.0,,,,,,
507,Stuhni,45872,3007,58101.0,,,4027.0,17342408.0,,,
508,okNoah_,45826,810,,,,,,,,
509,jackson_24_,45759,1255,,,,,,,,
510,WERKZ DESTROYZ,45560,1314,48891.0,,,,9232771.0,,,
511,Xenoxiti &gt;:D,45536,2373,,,52.0,,15087956.0,65029.0,,
512,kyomizuu,45428,1628,,,,,9268664.0,,,
513,HighhKev,45392,2358,,,,,,,,
514,Hxcobie | twitch,45340,903,,,,,,,,
515,DBellGuns,45303,1028,,,,,,,,
516,buddhaJess,45109,1131,,,,,,,,
517,CrucialRene,45104,2515,,,,,11365735.0,,11554.0,2598.0
518,x6Castr6Gang6x,45088,1861,,,,,,,,
519,Ca7tel,45042,991,,,,,,,,
520,Upthrow,44983,2059,204635.0,,4066.0,31386.0,56960435.0,259839.0,,5372.0
521,TTV_ASAS7NK1NG,44695,1604,,,,,,,,
522,DinoSnaxx,44667,1121,48751.0,6.0,,,12687228.0,35386.0,5454.0,2269.0
523,PiFFsendra,44580,2924,,,,,11297187.0,,,
524,Angelchaosss,44478,937,,,,,,,,
525,Obey_Son,44251,4647,84694.0,,,,21865010.0,114199.0,,
526,LinguaI,44242,704,,,,,,,,
527,SUSBUCKETT,44231,1060,,,,5382.0,,,,
528,ItalianRomeo,44080,3324,54628.0,,593.0,,12335285.0,,,1201.0
529,xiFINESSEDUx,44074,2525,,,,,,,,
530,OgDaxter_,44065,430,,9.0,,,,,,
531,MezzyTheGod,43956,2290,75718.0,,,5752.0,11432913.0,,,
532,one magged u,43908,1343,,,,,,,,
533,JoelwitaPole,43896,1251,,,,,,,,
534,thumpthin,43807,2665,44070.0,,,,,,5188.0,1159.0
535,SA-_-WAR,43746,2835,41107.0,,,,12229184.0,41192.0,,
536,StillSwaggyTTV,43739,1400,51996.0,,,,12760247.0,,,
537,Free Rio5207,43657,1105,,,,,,,,
538,Vergil,43606,1063,,,,,,41180.0,,
539,JonnyFowlTTV,43471,1017,,,,,,,,
540,Cap__Gomez,43435,814,,22.0,,,,,10916.0,1706.0
541,Jipperino,43433,2826,64716.0,,,,16303500.0,38318.0,,
542,zMrPineapple,43146,1154,,,,,,,,
543,rSpxxkyperK,43116,1573,,,,,,,,
544,k13west,43078,772,,,,,,,,
545,@zKona,43069,888,,,,,,,,
546,PropofolFall,43046,1460,,,,,,,,
547,OG Brice Cube,43013,2369,46856.0,,,,14390869.0,,21727.0,3567.0
548,UgIiest-,42993,609,,,,,,,,
549,Habibi Ricki,42972,1213,,,,,,,,
550,Mmezs,42923,1480,,,,,,,,
551,SarcasticxSiren,42905,1891,,3.0,,,,,,
552,E8 Zachmazer,42789,946,71494.0,,,,,,11020.0,
553,@ProximityWHO,42774,2040,,,,,9313733.0,,,
554,plu,42720,1299,,21.0,,,,,,
555,BoosieBats_TTV,42680,1811,,,,,10353819.0,,,
556,o Zayahh,42544,864,,,,,,,,
557,Bskuit,42540,905,,,,,,,,
558,yurtw,42537,907,,5.0,,,,,,
559,TTVSatanGotFaded,42502,1028,,,,,,,,
560,wanTiD,42478,515,,1.0,,,,,,
561,BeastVillian219,42337,1585,,,,,,,,
562,OnyxxOP,42325,1856,,,87.0,,,,,
563,zlViRuZxTTV,42279,1742,,,,,10087547.0,,,
564,RavsJK,42165,1269,,,,,,,,
565,SlawBunnny,42113,1331,,,,,,,,909.0
566,iMANUCKi,42103,803,,,,,,,,
567,I3lessns,42090,1137,,,,,,,,815.0
568,Aggrxsslon,42064,1052,,,,,,,,
569,LF Flea,42053,1077,,,,,,,,
570,Happylifer4039,42050,997,,,,1893.0,,,,
571,ASpicyOnion,42017,868,,,103.0,,,,,
572,qhoste,41991,3909,99090.0,,,8069.0,18078893.0,,,
573,Migrationss,41964,1232,,,,2169.0,,,,
574,Enchanted_Nut,41816,1026,,,,,,,,
575,Gintrix,41814,969,,,,,,,,
576,realchop_sticks,41749,1312,,26.0,,1991.0,12964009.0,,6200.0,
577,mizDragunz,41705,1451,,,439.0,,,,,
578,@iSpreex,41630,958,,,,,,,,
579,HRDBDY,41568,2762,,,,,12111350.0,,,
580,1111111,41518,917,,,49.0,,,,,
581,Cinicoo,41503,2587,46824.0,,49.0,,13380860.0,,,
582,Vyp,41430,826,44757.0,,216.0,7971.0,,,7448.0,
583,bruce lee,41414,2060,,,,,,,,
584,FaZe Deeds,41358,1045,,,,,,,,
585,sparxzbloom,41352,974,,,,,,,,
586,wllx,41344,979,,,,,,,,
587,ttvExoticFxntasy,41339,996,,,,,,,,
588,crqzyss,41329,1490,64053.0,,,1600.0,17516791.0,61802.0,,
589,lTitusI,41301,2627,50572.0,39.0,,,,,,
590,xuisia,41282,933,,,,,,,,
591,l3radl33,41177,1779,,,,,,,,
592,Grazzy7458,41168,982,,55.0,,,,,,
593,AvoidMelody,41037,1729,,,,,,32926.0,11254.0,
594,justWubzy,41018,1639,,,,,,,,
595,P3RC 3000,40986,4522,66563.0,200.0,,,,57841.0,,
596,kan7e,40946,2267,,,,,,35091.0,,
597,Dio was him,40903,320,,,,,,,,
598,herkyoki,40888,1939,53848.0,,,7974.0,13191846.0,66598.0,10551.0,1515.0
599,Xceptx,40882,871,,,,,,,,
600,Furysuxx,40857,1908,55900.0,,401.0,,,,,
601,Joshua2malo,40803,971,,,,,,,,
602,JETRO09,40785,1694,42609.0,106.0,,,,,,820.0
603,hvkvvk,40760,752,,1.0,,,,,,
604,GVONatsu_,40693,1147,,,,,,,,
605,DeIye,40658,801,,,,,,,,
606,zOutlah,40545,1188,,20.0,,,,,,
607,I Heiki I,40535,754,,,,,,,,
608,powpow,40518,1755,58137.0,,,,10870281.0,,,
609,stewtrain_,40516,1158,,,,,,,,
610,Mr ImSavage,40427,943,,,,,9505199.0,,,
611,DEMONKOZ,40254,695,,,,,,,,
612,FLXZYfrmbb,40247,543,,,,,,,,
613,Douyin-Nil11_1,40177,905,,18.0,,,,,,
614,DumBeau,40161,2370,,,,,11920849.0,,,
615,DpesniperTTV,40036,2458,42943.0,,,4333.0,,32355.0,,
616,Hurttz2much,40024,2530,,,,,,38115.0,,
617,anbuFPS,39968,1070,,,,,,,,
618,Doctorstarfox,39893,902,,,41.0,,,,,
619,Xelid,39833,722,,,,,,,,
620,JumboJewel59309,39615,1287,,,,,,,,
621,DroppuhTV,39599,1544,,,,,,,,
622,iBaaaaad,39563,878,,,,,,,,
623,Obaba Justin,39513,1278,,,,,,,,
624,Enfractual,39463,771,,,,,,,,
625,Cheekbeater7,39436,2305,40735.0,,,,,,,
626,@iliosCh,39213,1007,,,,,,,,
627,Simbaa2013,39150,1921,,,,,,,,
628,JayClutchez,39078,1517,,,,,,,,
629,jairoBaeTikT,39058,2624,,6.0,233.0,,,,,
630,Tykuu,38975,773,,,,,,,,
631,Kool B Jr,38952,1362,,,,,,,,
632,Twitch HillCST,38915,1546,,,,,,40475.0,,
633,syla,38863,849,,,,,,,,
634,PanduhSZN,38852,741,,,,,,,,
635,JohnnyElCuh097,38732,1869,,,,,,,4873.0,694.0
636,TTV_Hypy21,38708,2722,50771.0,,54.0,,,,,
637,Abyssal Melody,38680,909,,,,,,,,
638,DiSciplinar14n,38664,2808,,,,,10988139.0,,23227.0,2744.0
639,CrayZ Evan,38643,991,,,,,,,,
640,TTXTR,38621,2291,44768.0,,,5452.0,,,,
641,Siackinq,38615,846,,,,,,,,
642,HogeOof,38561,1260,,,,,,,,
643,TH3 S3SH,38552,1018,54790.0,,,2242.0,15288782.0,73702.0,12186.0,2479.0
644,iiTzAnnt,38545,1016,,50.0,,,,,,
644,Superdoy_unrated,38545,2068,,,,,,,,
646,IKPLUHAHA,38521,1075,,,,,,,5977.0,929.0
647,Doggo,38517,1373,,,,,,,,
648,GingerQueen7895,38513,683,,,,,,,,
649,Botstrength,38447,1184,,,,,,,,
650,saltlife1031vett,38430,425,,,271.0,3015.0,,,,
651,TiffaJessi,38428,1138,45227.0,,151.0,,13187525.0,,,
652,Sevpha,38427,2890,54757.0,,,,10601660.0,58816.0,,2169.0
653,Hydrix nxvy,38424,820,,1.0,,,,,,
654,PathsPooch,38360,1740,44199.0,19.0,,,10694229.0,38387.0,,
655,xLuCkYxPaNiCx,38323,1063,,,,,,,,
656,StayAbovee-,38236,2125,52874.0,,,2967.0,10375734.0,37176.0,,
657,Twitch_YoBoruto,38233,1905,63856.0,,,11931.0,14342456.0,,,
658,Leo_the_Lion25,38219,1336,,,,,,,,
659,TTVSweatygodT,38215,699,,,,,,,,
660,Meyousic,38134,1307,,,,,,,8546.0,1296.0
661,Omni Ambitions,38127,1304,,,,,,35217.0,,
662,Sweet NRG,38111,3148,,,,,,,,
663,Premedies,38079,750,,,,,,,,
664,approx9257bees,38007,506,,,,,,,,
665,ActuallyCryptic,37951,902,,,,,,,,
666,Fausx,37899,868,,,,,,,,
667,IllVirusIll,37796,1999,44035.0,,262.0,1777.0,,70854.0,9396.0,837.0
668,Daredvl262,37737,1256,,,,,,,6717.0,798.0
669,BmmycreeTTV,37699,1906,,,,,10966243.0,,,
670,xGravy Boatx,37692,855,,,,,,,,
671,LonesomeDevils-,37677,811,,,,,,,,
672,armychick08,37676,1833,,,,,,,,
673,XxKOOLAIDxX63,37664,890,,,,,,,,
674,loobidup,37607,1041,,,,,,33917.0,,
675,geomyhero-tv,37602,2059,,,,3487.0,,,,
676,doctorlifted,37541,762,,0.0,,,,,,
677,Nasty0wl,37532,1002,,,,,,,,821.0
678,Dynamic_6ix,37430,2572,47861.0,,,,13286773.0,83767.0,15067.0,1908.0
679,xNoStyle,37421,1800,,,,,,,,
680,Saleen981,37413,766,,34.0,,,,,,
681,oLordTouchMe,37407,695,,,,,,,,
682,Iighz,37338,1125,,,,,,,,
683,Mysterese TV,37296,953,,,,,,,5155.0,
684,daivebabey,37213,2104,51922.0,,,2884.0,,,,
685,TyBadAtGames,37192,1327,41328.0,,291.0,,10331460.0,,,
686,BreakingBandz,37175,1448,,,,,,,,
687,BLACK__N_MILD,37135,959,43072.0,,,,,,,
688,Syncreum,37132,1236,,,,5060.0,,,,
689,Purgzy,37115,2337,,,,,10371493.0,38580.0,12094.0,
690,Itz_Krazy-YT,37105,1827,47250.0,,,4099.0,10898316.0,,,
691,D-Blowfish,37050,1125,,,,,,,,
692,SkoomaAddict II,37030,785,,,,,,,,
693,Dawzu,36942,304,,,,,,,,
694,ITzOZZYTtv,36894,1903,,117.0,,5595.0,11548377.0,74119.0,11415.0,
695,@Bunt on Insta,36878,1948,43819.0,,,,14628747.0,,,
696,BT Dropshot,36854,967,,,,,,,,
697,Jennima Dygin,36764,341,,,,,,,,
698,UV_xAstroTVx,36645,842,,,,,,,,
698,noba,36645,1762,,,,,,,,
700,XedFred,36609,2124,,16.0,,,,,,
701,IAmDrrunnmk,36559,638,,,,,,,,
702,movmentt,36550,705,,,,,,,,
703,Bronnism,36531,1205,,,,,,,,
704,Legacy,36516,4155,94905.0,,,13829.0,25645643.0,,,
705,Yezani,36474,2745,51517.0,,,1753.0,10213222.0,,,
706,suhfrs,36472,1113,,,,,,,6153.0,744.0
707,XxSaWwYxX,36449,1884,,,,,,,,
708,Stunttin,36411,875,,,,,,,,
709,AlleyOop,36391,959,,,,,,,,
710,@ihatesleepy,36373,779,,,,,,,,
711,100T Onmuu,36360,2032,,,,2563.0,,,,
712,FIREFLY avoid,36351,535,,,,,,,,
713,xPeaceMakerOG,36313,2999,69597.0,,,,21067031.0,,25756.0,4846.0
714,SteelShotSniper,36286,1048,,,,,,,,
715,TTK ScooteR,36217,1197,56785.0,,73.0,,15178400.0,,,
716,Jimbocracy,36213,1809,,,,,,,,
717,GhostlyMTV,36180,856,,,,,,,,
718,bborton,36120,1386,,,,,,,,
719,Twitch | HystFPS,36108,860,,,,,,,,
720,Marleygames64,36032,828,,,,,,,,
721,xVyperTv | RG,36030,1338,,,,,,,,
722,L8_Dark,36027,1107,,,,,,,,
723,Ergo_Tokyo,36026,979,,,,,,,,
724,0w3n1s,35963,603,,6.0,,,,,,
725,lnspxr,35947,1121,,,,,,,,828.0
726,@Nefarious_Plays,35936,1104,,,,,,,,
727,SoraBliss,35862,1237,,,,,,,,
728,ITzHAVIIxx00,35855,1219,,,,,,,,
729,M2 MountainSide,35853,773,,,,,,,,
730,DeebsTTV,35824,899,49863.0,7.0,,2529.0,13414401.0,62778.0,,
731,GlitchRippz,35814,824,,,,,,,,
732,ItsCirce,35807,1634,52797.0,,570.0,8523.0,12613516.0,,12848.0,1129.0
733,SeagullsLeftNut,35786,896,,,,,,,,
734,TTV-xZo__,35780,886,,,,,,,,863.0
735,Kirko Beans,35765,2055,,,,,9711199.0,31462.0,5136.0,1796.0
736,Thykingg,35747,999,,,,,,,4405.0,903.0
737,Soluary,35692,969,,,,,,,,
738,Rookkzzs,35681,894,,,,,,,,
739,DrippyBrian,35667,3435,114463.0,,,10048.0,24319276.0,83696.0,7030.0,1236.0
740,AZTARR0TH,35629,2269,,,,,,,,
741,BTL NinjaStorm,35601,1112,,,,,,,,
742,Kezo,35558,706,,,,,,,,
743,CrankbaitGG,35512,932,,,,,,,,
744,aboy_126,35490,687,,,,,,,,
745,oSpace Boundz,35456,2290,,,,,,31474.0,,
746,MrBrews,35445,1854,57553.0,,,,14902081.0,,9130.0,
747,D0MINI0NN,35417,905,,,,,,,,
748,Aarwah,35409,905,,,209.0,3532.0,,,,
749,MostHxttedJJ-,35387,1597,,,,,,,,
750,Ghost H1Zero,35358,2661,,,,,,,,
751,HTG Carti,35301,887,,,,,,,,
751,USAE BarelyAzn,35301,907,,,,,10318831.0,,,
753,lluvBrunettes,35273,1151,,,,,,,,
754,KIZZMYR301,35255,2046,,,,,10620978.0,33698.0,,
755,ReFuZioNx,35239,3112,97815.0,,,3967.0,21651509.0,77232.0,,
756,FPSKLOCK,35232,992,,,,2304.0,9884637.0,43147.0,,
757,creepr69xd45,35189,540,,,,,,,,
758,ok 240 W,35097,700,,,,,,,,
759,BmoreMarv,35076,1046,,,,,,,,
760,GodSlaya_ovrkilz,35067,977,,,,,,,7049.0,1202.0
761,rBluntss,35018,2669,72996.0,,,3101.0,17271070.0,95691.0,,
762,BDS_DevSleeez-,34930,1818,,,,,12877105.0,54364.0,,
763,joe comet,34905,4638,66182.0,,2032.0,,16721815.0,60670.0,,5244.0
764,Nezuko Enjoyer,34859,629,,,,,,,,
765,ImShinyang,34858,748,,,,,,,,645.0
766,TBEviction,34847,662,,,,,,,,
767,ForeignAbility,34843,3612,75695.0,,1184.0,12139.0,19271566.0,81089.0,24978.0,4047.0
768,ImFeatherr,34839,913,,81.0,,,,,,
769,Sora Sucks,34826,1790,45699.0,213.0,,,,52090.0,,
770,Fourwrd,34782,226,,,,,,,,
771,-Tiffany-,34777,671,,,,,,,,
772,donfinity,34775,928,,32.0,,,,,,
773,LiveRaia,34754,1162,,17.0,,,,,,
774,Seen 6m Ago,34725,2145,,,,,10975384.0,,8738.0,
775,TTV ItsOdinz,34721,1056,,,,,,,7761.0,1007.0
776,aalcoz,34710,804,,,,,,,,
777,Jake7316,34700,1513,,,352.0,5262.0,,45984.0,,
778,Nikebeast124,34682,1213,,,,,,,,
779,TTV ImSowwy,34675,1846,,,,,,,,
780,SRC Nadeican,34651,802,,1.0,,,,,,
781,I5000mg,34644,978,,,,,,,,
782,fr0stygirl,34638,1190,,,,,,,,
783,omgchevy,34564,1666,,,,,,,6645.0,1262.0
784,USAE Ruszty,34481,907,,,40.0,,,,,
785,Fantastikc,34477,1061,,,,,,,,
786,Heaaavy,34464,2652,80543.0,,,14173.0,20011436.0,58479.0,,
787,Death fine,34459,1137,,,,,,,,
788,GreatEnigma_tv,34455,840,,,,,,,,
789,TooEasyPvT-Tv,34451,2205,49702.0,,,,15505289.0,87479.0,,
790,SlayinSpartan,34446,2306,42628.0,,,,12514361.0,,,2581.0
791,KAMENWAT1,34414,2071,,,,,,,10751.0,
792,Katveira,34335,1167,,,,,,,,
793,CPTJIB,34327,1683,,,,,,33928.0,,
794,SirSeul,34316,690,,,,,,,,
795,Plasmaphysic,34310,795,,11.0,,,,,,
796,TRASHF1NDER,34296,2673,54532.0,,,,12600852.0,,,
797,JustNotWorkin,34290,1279,,,,,,,,
798,mediumpollo_,34287,2627,,,,,,,,
799,leh gwak,34275,672,,,,,,,,
800,FaZe Snip3down,34251,2307,64541.0,,,6436.0,10238632.0,,,
801,LebobbyG,34207,1377,,,,,,,,
802,rA focus,34195,341,,,,,,,,
803,NikeQuote,34192,433,,2.0,,,,,,
804,CW_goodluck,34181,920,,,,,,,4586.0,672.0
804,XScottieSuSX,34181,913,,,,,,,,
806,XxVisualzxX1668,34177,1193,,,,,,,,
807,G-u-n-s-a,34141,587,,,,,,,,
808,Opalseer234,34064,1137,,6.0,,,,,,
809,ButteryMuffins,34062,828,,,76.0,,,,,
810,bsmokin1,34052,638,,,,,,,,
811,JPrym,33989,2655,48079.0,,,,,,,
812,GriefOfKings,33985,900,,,,,,,,
813,Focus Tp,33973,844,,,,,,,,
814,FalconXo-,33968,1386,,,,2604.0,,,,
815,lnfxrnaI,33954,1092,,,131.0,,,,,
816,Cyree16,33949,3178,90106.0,,,4155.0,23501425.0,101962.0,,
817,Toska_iwnl,33925,874,,,,,,,,
818,ObviousDots,33866,685,,,,,,,,
819,xREAPZx3858,33862,469,,,,,,,,
820,Xima Blue,33818,1317,,,,,,,,
821,OUCH TROY,33779,1868,57638.0,,,,,,,
822,CitrineJungle86,33760,744,,,,,,,,
823,l_Nixy_l,33683,1504,,,,3218.0,9328472.0,,8405.0,1897.0
824,llnverse,33672,991,,,,,,,,
825,revisun,33566,505,,,,,,,,
826,DeeUpNxt-,33539,1868,,,,,,,,
827,ThacheekthiefTV,33505,1935,,,,,,,,
828,BLM_BrezzyMotown,33496,1134,,,,,,,,
829,FyeYa,33471,1777,,,,,,,,
830,Shock,33452,816,,,,,,,,
831,Key-Krent-Kiir,33422,907,,46.0,,,,,,
832,Twitch AJME,33417,962,,,,2738.0,,,,
833,Dfyt,33410,1096,,,,,,,,
834,pingamastiffbro,33399,631,,,,,,,,
835,Killadream9836,33398,3421,,,,,,47615.0,,
836,lnfinity TTV,33382,1049,,,,,,,,
837,Umbra of Death,33339,1646,,58.0,,,,,,
838,Soras Sin,33290,1068,,,,,,,,
839,Zombie,33252,803,,,,,,,,
840,Qwic Nut,33245,816,,,,,,,,
841,BEASTINOSUKE,33233,1143,,0.0,,,,,,
842,KafilthyTV,33201,2299,45073.0,,,,12433248.0,70536.0,,
843,rimorisa,33199,805,,,,,,,,
844,kyropractics,33192,1244,,,,,,,,
845,Ahponu,33138,1530,,,,,,,,
846,OverratedMax,33097,804,,,,,,,,
847,IScottie2Hottiel,33089,2289,,,,1732.0,18397774.0,,,
848,jsraeI,33086,1428,,,,2774.0,,,,
849,Mobi,33083,175,,,,,,,,
850,MeeZy FMB,33075,771,,,,,,,,
851,x_-DeVo-_x,33058,807,,,,,,,,
852,nikki emily,33050,1167,,,,,,,,
853,RZR Steak,33048,751,,,,,,,4700.0,
854,HeyToka,33047,943,,,,,,,,
855,Bill,33046,1197,49376.0,,,,11434625.0,,6062.0,
856,TizDickie,33037,1055,,,,,,35586.0,,
857,featiera,33031,1785,,,,,,31470.0,,
858,muahaha,33017,810,,,,,,,,
859,Gnarliticus,32978,1025,,,,,,,,
860,Itz Fyzer,32972,1654,,,,1806.0,,36862.0,6110.0,1775.0
861,Nexiathann,32968,892,,,,,,,,
862,SunnyDBaggz,32958,930,,,,,,,,
863,Ptatz,32937,1259,54497.0,,,,9812490.0,45921.0,,
864,NotKhrxnic,32929,857,,,,,,,,
865,Ayybel,32924,1677,,,,,10291741.0,,,
866,critickzy-,32911,543,,,,,,,,
867,NYX_Nefarly,32868,1902,,,,2980.0,9799601.0,50000.0,7857.0,
868,Grimphyy,32851,830,,,,,,,,
869,xZethra,32848,2600,,,,,10723865.0,60389.0,,
870,monke,32847,895,,,,,,,,
871,Sklar 2K,32806,908,,14.0,,,,,,
872,ExxtendFPS,32759,2743,62003.0,,,,15951079.0,54052.0,17264.0,5196.0
873,FAM DASH,32757,1098,,,,,,,,
874,M1NURK4,32743,1041,,1.0,,,,,,
875,supermijo7,32736,553,,,,,,,,
876,ekuzsia,32735,723,,,,,,,,
877,XxTurtleKingz,32729,2282,,,,,,,,
878,Smerk A Berl,32563,3957,,,1250.0,,,54925.0,11751.0,6392.0
879,AuxrviOnTT,32535,948,,,,,,,,
880,FCDE,32531,1266,,,,,,,,620.0
881,Dk_Knight13431,32521,1227,,0.0,,,,,,
882,iiTzJuiceBox,32504,970,,,,,,,6487.0,861.0
883,ABG,32489,1583,,,,,,,,
884,I Steedy I,32483,969,,10.0,,,,,,
885,CAI2N4GE,32478,667,,,,,,,,
886,DoctorVital,32470,1498,,,,,,,,
887,iSpyke,32463,2302,,,,,10711871.0,,,1160.0
888,lLoveMari-,32456,2769,44131.0,47.0,,1964.0,10819935.0,38210.0,,
889,Ddevinski,32428,1664,,,,,,39550.0,,
890,Razzouk 4ever,32401,1204,,,,,,,,
891,bestgirl,32399,4986,100810.0,,,,26811643.0,85656.0,,
892,StormBornTTV,32393,516,,,,,,,,
892,Youies,32393,1613,53836.0,,1579.0,22309.0,11868660.0,51485.0,10604.0,3915.0
894,TTV Webbita,32389,3501,,,,,12062272.0,81692.0,,1541.0
895,Chase,32340,672,,,,,,,,
896,zIDrank,32339,2424,42871.0,50.0,,,10263655.0,,,
897,Ksuti,32315,1082,,,,,,,,
898,Nessies R301,32313,1512,,,,,,44101.0,,2613.0
899,Komodo,32293,686,,,,,,,,
900,DoL Godly,32270,2979,41834.0,,,,11682794.0,,,
901,vokeloI,32264,1807,41762.0,,,3978.0,10796170.0,,,
902,CarnageIII,32189,744,,,,,,,,
903,Iz is Static,32181,798,,,,,,,,
904,MadHatsRevenge,32173,1073,,,,,,,5586.0,657.0
905,Tek_ladderOp,32147,589,,,,,,,,
906,Ansiia,32142,3067,72460.0,,289.0,10936.0,,,,
907,bacon,32131,837,,24.0,,,,,,
908,XKR_IKEKO,32126,2173,,,,,,,,
909,LeftSaucer1146,32101,1279,,6.0,,,,,,
910,SlushiexOnTTok,32094,571,,,,,,,,
911,Jessie8415 x,32089,489,,,,,,,,
912,Julioespinoza112,32059,885,,,,,,,,637.0
913,vShxvt,32056,824,,,,,,,,
914,SyberTwitch,32050,1466,,23.0,,,,,,
915,C_FLY24,31981,2275,55866.0,,,,13372999.0,,,
916,MaDaMaDaYouZi,31959,1687,,,,,,,,
917,TNTG AGRO,31930,4006,56521.0,,323.0,,20295895.0,87680.0,36489.0,6621.0
918,Pinoy_Jao,31908,1430,,,,,,,,
919,feta,31892,1343,,,,,,,,
920,Ape Everything,31887,987,,,,,,,,
921,eX xMONEYx,31870,1515,,,,,,,,
922,Kaiizoku o,31860,512,,,,,,,,
923,Fzlthy,31837,1110,55069.0,69.0,,12863.0,12676969.0,46336.0,5915.0,1753.0
924,ReighleyHD,31825,933,,,834.0,7811.0,,31823.0,8682.0,2466.0
925,VIProwler-,31818,945,,,,,,,,
926,Sam_Gella1try,31816,1275,,,76.0,,,,,
927,StepBack3s-,31794,423,,,,,,,,
928,Loonyjayy,31792,1689,,9.0,,,,,,
929,MachixoFPS,31791,792,,,,,,,6073.0,1117.0
930,Cephu,31779,1066,,,,,,,6542.0,1557.0
931,Jeloan_,31771,4160,55293.0,,,2006.0,18517839.0,61357.0,,
932,BOBxLAZAR115,31746,953,,,114.0,,,,4536.0,1618.0
933,FallThunder,31727,745,,,,,,,,
934,Zaylub,31720,2711,48082.0,,,,14171958.0,,,
935,ImJuiceed,31702,569,,,,,,,,
936,daintypet,31670,1026,,,,,,,,
936,AuttoTV,31670,1217,,,,,,,,
938,Epiganza,31653,2468,,,,,,,,
939,seeEscape,31596,829,,,58.0,,11111741.0,,,
940,Aces Kunai,31580,1950,138266.0,,291.0,45004.0,,109576.0,21104.0,2431.0
941,SqueakyCurdz,31578,1069,,,,,,,,
942,artloveneko,31570,844,,,,,,,,
943,XvoTv,31567,1910,,,,,,,,
944,rPapiJay,31560,3814,45210.0,,,,14094361.0,,,
945,Halaven,31535,2895,142115.0,29.0,,33873.0,28301816.0,52043.0,11899.0,3315.0
946,xRolledx,31529,1668,,,,,,,,
947,ISLAUGHTRA-,31518,1471,,10.0,,,11972034.0,35477.0,,
948,@iMozaFPS,31516,939,,,65.0,,,,,
949,Detached,31513,910,,19.0,,,,,,
950,TRUTHxFpsTV,31512,1450,,2.0,,,,,,
951,nerd,31509,1178,,,,,,,8069.0,1220.0
952,RZR Kraber,31507,965,,,,,,,,
953,EasyPair,31504,2876,47869.0,,,,,,,
954,teknicole,31478,2644,48197.0,,,,9249168.0,,,
955,pixildeath,31476,2067,,53.0,329.0,,9792257.0,32508.0,,
956,chrxstian3,31475,860,,,,,,,,
957,Twitch-MissMBear,31469,3295,41048.0,,,,12591898.0,36431.0,,
958,PhishPhan TTV,31462,532,,,,,,,,
959,Chief_kungpow,31436,896,,,,,,,,
960,ShooterGangTone1,31425,2182,,,,,,,,
961,ok preda,31412,1904,,,,,,48256.0,,1772.0
962,TheDUALaxe,31410,797,,4.0,,,,,,
963,CrewsnTV,31406,3099,55809.0,,,,13964314.0,,7976.0,
964,Bree,31386,460,,,,,,,,
965,Brrightside,31384,831,,0.0,,,,,,
966,GS soul8160,31380,882,,,,,,,,
967,TAMU_Jacksbrr,31378,575,,3.0,,,,,,
968,Itz AN0N,31334,873,,,,,,,,
969,Toonami9578,31333,1486,,,,,,,,
